date,sun_distance_au,sun_influence,jupiter_distance_au,jupiter_influence,saturn_distance_au,saturn_influence,venus_distance_au,venus_influence,mars_distance_au,mars_influence,total_planetary_influence,total_influence,coherence_mean,coherence_median,coherence_std,coherence_count,year
2023-07-04,152091157.80724317,1.439348202055524e-11,800945898.4469669,4.95390335069852e-16,1372090619.0052676,5.056748545839505e-17,71247054.65712246,1.6055497895588965e-16,333391624.0834554,9.626632843716982e-19,7.074754627685085e-16,1.4394189496018009e-11,0.0034647858172270527,-0.00045315617120401323,0.716581285996638,46636,2023
2023-07-05,152092355.02160373,1.4393255421190018e-11,798934020.4363756,4.978884633220867e-16,1370055254.5773776,5.071784393854036e-17,70146268.82358502,1.656336064802402e-16,334294338.4133163,9.574712333973504e-19,7.151973849742646e-16,1.4393970618574993e-11,0.007148289187234908,0.00994457095296886,0.7292685702121244,45427,2023
2023-07-06,152093059.94076842,1.4393122002109883e-11,796907547.8239038,5.004238645413067e-16,1368044561.7416513,5.0867039293340334e-17,69055401.609043,1.709079630155512e-16,335189086.8262753,9.523663390257457e-19,7.231512331892239e-16,1.4393845153343073e-11,0.015307422225671975,0.02815242039646336,0.7185332192029097,44229,2023
2023-07-07,152093243.23038954,1.4393087311439441e-11,794866768.4172403,5.029967881239245e-16,1366059137.100762,5.101500662746495e-17,67975042.10798699,1.7638377700658743e-16,336075861.7042499,9.473471130750569e-19,7.313429188710519e-16,1.4393818654358312e-11,0.029703591995558054,0.056244533596207034,0.7112296357643592,45127,2023
2023-07-08,152092863.5460886,1.4393159173274216e-11,792811980.0368315,5.056074735008039e-16,1364099592.8564775,5.116167914959654e-17,66905788.03575439,1.8206657738473866e-16,336954637.99520576,9.424122019493549e-19,7.397781422370884e-16,1.4393898951416453e-11,0.010867899237661424,0.021773384545379595,0.72019467893729,46337,2023
2023-07-09,152091872.24241394,1.4393346797213168e-11,790743496.0716512,5.082561423800896e-16,1362166555.8442304,5.1306988239960597e-17,65848248.8411266,1.8796160680461286e-16,337825374.9117221,9.37560372418333e-19,7.484622977970814e-16,1.4394095259510965e-11,0.008856298015401798,0.009497110525744305,0.7186188654521242,47255,2023
2023-07-10,152090218.12213442,1.439365988054739e-11,788661648.7916895,5.109429935267983e-16,1360260664.2784164,5.145086369484335e-17,64803050.44557052,1.9407371054594106e-16,338688019.3032878,9.327904888620351e-19,7.574003582564448e-16,1.4394417280905646e-11,0.00735490147269329,0.011193836240688555,0.7332846125214816,47255,2023
2023-07-11,152087851.35305232,1.4394107868127585e-11,786566790.4963306,5.136682001176791e-16,1358382563.37984,5.1593234064200575e-17,63770840.50216433,2.0040720292753229e-16,339542509.60809803,9.28101488408336e-19,7.665967385978202e-16,1.4394874464866183e-11,-9.356679355482536e-06,-0.007498584392874547,0.7184111258744185,46337,2023
2023-07-12,152084726.2296898,1.4394699430818567e-11,784459293.0875337,5.16431909042457e-16,1356532900.881988,5.1734027008670965e-17,62752293.35712996,2.0696571312876607e-16,340388779.56295633,9.234923585188645e-19,7.760551415384129e-16,1.4395475485960106e-11,0.007570275430214413,0.01493727567079971,0.7227396952603412,47255,2023
2023-07-13,152080802.87657845,1.439544214411575e-11,782339546.7461365,5.192342413637505e-16,1354712322.9873211,5.187316963230475e-17,61748114.32648176,2.1375201113371365e-16,341226761.2777042,9.18962119003067e-19,7.857783842487719e-16,1.4396227922499998e-11,0.0008600685069669479,-0.002160735053464202,0.7169824937919738,45428,2023
2023-07-14,152076048.1731383,1.4396342313854518e-11,780207958.2248436,5.220752933170334e-16,1352921470.958379,5.201058877557991e-17,60759043.22886132,2.207678132538235e-16,342056387.6189013,9.145098085167406e-19,7.957682051549535e-16,1.4397138082059673e-11,0.006142352350586361,0.009268878776907373,0.7239253887700624,44528,2023
2023-07-15,152070436.18137583,1.4397404895737973e-11,778064949.0464525,5.249551374946807e-16,1351160978.3039253,5.214621127016683e-17,59785857.27120081,2.280135660068229e-16,342877594.01763767,9.101344746976894e-19,8.060250492463681e-16,1.439821092078722e-11,0.007993944213905901,0.01970199949392269,0.7250103245345406,47255,2023
2023-07-16,152063948.27511913,1.4398633471045148e-11,775910953.7235135,5.278738240687366e-16,1349431468.4472249,5.227996416268703e-17,58829373.403582945,2.3548820717642694e-16,343690319.8506744,9.058351669617256e-19,8.165478305748123e-16,1.4399450018875723e-11,0.0016971889090516264,-0.012122409517448848,0.7154984492444793,46642,2023
2023-07-17,152056573.0783017,1.440003025816107e-11,773746418.0264915,5.308313820193575e-16,1347733552.779817,5.241177491374068e-17,57890450.21095777,2.431889035223079e-16,344494509.5076211,9.016109312308976e-19,8.27333671386637e-16,1.4400857591832457e-11,0.006819130868287835,0.014756872909061702,0.7141858902434965,46948,2023
2023-07-18,152048306.2575857,1.4401596151363445e-11,771571797.3058017,5.338278203634611e-16,1346067829.0492795,5.254157157520167e-17,56969989.34767099,2.5111076565052775e-16,345290113.20426124,8.974608061817634e-19,8.383776183953723e-16,1.440243452898184e-11,0.006426139709678335,0.008034523685132005,0.7118817608187669,46642,2023
2023-07-19,152039150.19038224,1.4403330782904269e-11,769387554.8869659,5.368631293581549e-16,1344434880.0634801,5.266928294625322e-17,56068936.47832436,2.592465418094352e-16,346077087.5658568,8.933838208130943e-19,8.496723379346564e-16,1.4404180455242203e-11,0.00879582994393317,0.015532743330610058,0.7280420391141108,45730,2023
2023-07-20,152029113.53502476,1.4405232603358627e-11,767194160.5770173,5.399372816249751e-16,1342835272.699864,5.2794838708220054e-17,55188281.67624629,2.6758629372467303e-16,346855395.9960434,8.893789931868596e-19,8.612077930510551e-16,1.4406093811151678e-11,0.00975212978940236,0.0228787155643014,0.7164839846023234,45126,2023
2023-07-21,152018210.74960402,1.4407298971477628e-11,764992089.3233082,5.43050233132716e-16,1341269557.1880155,5.291816953990331e-17,54329059.24378832,2.7611705899204725e-16,347625008.8631034,8.854453301231511e-19,8.729709069947897e-16,1.4408171942384623e-11,0.012996225519686818,0.0238877539544846,0.7227678563160137,45730,2023
2023-07-22,152006461.62328768,1.4409526241496968e-11,762781820.0449603,5.462019240020522e-16,1339738266.6005704,5.303920721784602e-17,53492346.94259551,2.8482250605571303e-16,348385903.5634675,8.815818275005708e-19,8.849452191031119e-16,1.441041118671607e-11,0.009754920477982163,0.012689692162458195,0.7197110512424129,44827,2023
2023-07-23,151993890.88663912,1.4411909835326014e-11,760563834.6156864,5.49392279152411e-16,1338241916.458673,5.31578847084152e-17,52679264.640515335,2.9368258952159935e-16,349138064.54743105,8.777874707064395e-19,8.97110540853132e-16,1.4412806945866868e-11,0.0014780773717104445,0.002021030757392521,0.7159000615082196,46033,2023
2023-07-24,151980527.94925326,1.4414444290468498e-11,758338616.9248147,5.526212088885576e-16,1336781004.3485653,5.3274136259570395e-17,51890972.38139134,3.0267321563176986e-16,349881483.4020051,8.740612347556148e-19,9.094426220146535e-16,1.4415353733090512e-11,-0.0020598764429180377,-0.00484317201357223,0.7185820165324373,45127,2023
2023-07-25,151966406.77211085,1.4417123282263447e-11,756106651.893414,5.558886096046259e-16,1335356009.4656565,5.3387897498830125e-17,51128667.85556687,3.117659302993374e-16,350616159.07219243,8.704020836888336e-19,9.219128394864822e-16,1.4418045195102934e-11,0.030809909191527093,0.05855788990554055,0.7153803920986788,46030,2023
2023-07-26,151951565.81780803,1.4419939631216151e-11,753868424.2876948,5.591943648474553e-16,1333967392.0590482,5.3499105539569933e-17,50393583.1859478,3.209276453272589e-16,351342098.25801575,8.668089690973392e-19,9.344879246833815e-16,1.4420874119140834e-11,0.008372817114747846,0.019970005107724752,0.7196258731000194,46641,2023
2023-07-27,151936047.93401876,1.4422885322875636e-11,751624417.1692201,5.62538347002176e-16,1332615592.8499143,5.3607699089743735e-17,49686980.84135809,3.301204224648074e-16,352059315.9423736,8.632808280305104e-19,9.471297493847576e-16,1.4423832452625021e-11,0.022088749359978597,0.0378859963267767,0.71986669781996,47253,2023
2023-07-28,151919899.91902456,1.4425951588011984e-11,749375109.8775454,5.659204197967933e-16,1331301032.6458511,5.3713618544958864e-17,49010148.344743825,3.393013398803629e-16,352767835.8760388,8.598165811574069e-19,9.597951948032725e-16,1.4426911383206787e-11,0.009298461083338158,0.00715850071087837,0.7188416630574219,46032,2023
2023-07-29,151903171.4162604,1.442912911033534e-11,747120975.5933627,5.693404416036533e-16,1330024112.5586152,5.381680603241723e-17,48364391.27775207,3.484224711829009e-16,353467690.67362773,8.564151328468635e-19,9.724361339518182e-16,1.443010154646929e-11,0.0027867929518600133,0.0031649733792053817,0.720129193802289,46947,2023
2023-07-30,151885912.74885067,1.4432408436037296e-11,744862478.8113195,5.727982690806066e-16,1328785215.3983684,5.391720535807869e-17,47751023.963370934,3.5743101208059893e-16,354158920.9981297,8.530753756023714e-19,9.849995618948864e-16,1.443339343559919e-11,0.01240602196928158,0.027827585374883432,0.7098735518363566,47254,2023
2023-07-31,151868171.44094434,1.4435780633850576e-11,742600073.4371631,5.762937600616323e-16,1327584708.833205,5.401476180722103e-17,47171357.27594555,3.6626959118423977e-16,354841573.2409701,8.497962015167057e-19,9.974279092546098e-16,1.443677806175983e-11,-0.002562585696588411,-0.00633019441727366,0.7172187942179763,46947,2023
2023-08-01,151849987.58320528,1.44392381764227e-11,740334202.5566132,5.79826774004334e-16,1326422950.5837836,5.4109421773798044e-17,46626683.46360165,3.7487679476095353e-16,355515695.3137812,8.465765223000909e-19,1.0096595670613856e-15,1.4440247835989761e-11,0.008404123970647487,0.018812640883822666,0.7108836971631453,47562,2023
2023-08-02,151831388.8515104,1.4442775889763678e-11,738065300.8941916,5.833971682231058e-16,1325300295.171198,5.420113225536569e-17,46118258.73343843,3.8318791674820225e-16,356181330.7835086,8.434152964614306e-19,1.0216296325231352e-15,1.44437975193962e-11,0.005988518171847872,0.008980707492627537,0.7125678399871135,46031,2023
2023-08-03,151812386.5709412,1.4446391706127139e-11,735793800.3082175,5.870047890802907e-16,1324217100.7766685,5.428984033020207e-17,45647285.35425773,3.911359175029154e-16,356838512.4621,8.403115581542985e-19,1.0332708584715624e-15,1.444742497698561e-11,0.003190535345523498,0.007954284776422916,0.7108047501329413,46639,2023
2023-08-04,151792974.2357592,1.445008695133292e-11,733520137.4703468,5.906494591806636e-16,1323173734.2152665,5.437549278154668e-17,45214895.51800562,3.9865254915896745e-16,357487257.18893933,8.372644395119676e-19,1.0445147655606896e-15,1.445113146609848e-11,0.0034781839999528086,0.005275338295883262,0.7099843582567468,45125,2023
2023-08-05,151773129.10783827,1.445386604679779e-11,731244761.8311623,5.943309634021925e-16,1322170572.449895,5.445803600201945e-17,44822138.63091296,4.0566959617636143e-16,358127563.3481373,8.342731795625414e-19,1.0552928687601358e-15,1.445492133966655e-11,0.02350675595722445,0.04294358100186001,0.7133863794989957,46946,2023
2023-08-06,151752816.31774768,1.4457735734410231e-11,728968141.8396451,5.980490370352089e-16,1321208000.373818,5.45374162057339e-17,44469972.297230124,4.1212018957918244e-16,358759411.61938316,8.313371179342818e-19,1.0655379799380596e-15,1.4458801272390169e-11,0.005522459540439276,-0.003204832994167823,0.7093304051966146,48180,2023
2023-08-07,151731994.0621019,1.4461704090952282e-11,726690768.2603534,6.018033581011637e-16,1320286405.9377904,5.461357986383557e-17,44159255.93481121,4.1794016952562403e-16,359382768.2399902,8.284556772469587e-19,1.0751855631678702e-15,1.446277927651545e-11,0.010916369463005301,0.014205834878413159,0.7162058769261402,48488,2023
2023-08-08,151710618.47005838,1.446577960349859e-11,724413154.6506304,6.0559354403961115e-16,1319406174.2878714,5.46864742281053e-17,43890745.50498725,4.2306947691798156e-16,359997589.4097665,8.256283408670148e-19,1.084175123526565e-15,1.4466863778622117e-11,0.006436505948026081,0.006231031244747144,0.7106835566761277,48803,2023
2023-08-09,151688647.29061857,1.4469970467653196e-11,722135835.8724517,6.094191515894519e-16,1318567682.304323,5.475604782748141e-17,43665088.260613434,4.2745354588271364e-16,360603825.5904446,8.228546318701235e-19,1.0924515999315172e-15,1.4471062919253127e-11,0.0023311284686200265,0.003037393836600475,0.7186824354951173,48180,2023
2023-08-10,151666042.22462502,1.4474284142731133e-11,719859365.6780454,6.132796783137257e-16,1317771294.2487729,5.4822250877277925e-17,43482817.18115658,4.3104465247391863e-16,361201424.9929178,8.201340963560092e-19,1.0999667157612782e-15,1.4475384109446895e-11,0.006352643420969538,0.013580086000623793,0.7096715274336647,46640,2023
2023-08-11,151642770.15461814,1.4478727116185648e-11,717584314.1441826,6.171745645477128e-16,1317017358.6170402,5.4885035590933544e-17,43344345.376871414,4.338031609646654e-16,361790336.08277184,8.174662917105476e-19,1.1066802273950224e-15,1.4479833796413043e-11,0.0021060672921763657,0.0034017373142817614,0.7165129871522256,46031,2023
2023-08-12,151618803.6647637,1.4483304802907221e-11,715311265.355559,6.211031951037342e-16,1316306205.9612982,5.494435641208573e-17,43249961.02778845,4.3569860337801463e-16,362370509.2587441,8.148507789351815e-19,1.1125610056727697e-15,1.4484417363912894e-11,0.002366585389404377,0.009364613753874686,0.7122939540901656,45427,2023
2023-08-13,151594121.19753888,1.44880215135016e-11,713040815.4440696,6.250649005285198e-16,1315638147.358202,5.500017019252277e-17,43199823.435589515,4.3671053137732965e-16,362941897.96918184,8.122871177094464e-19,1.1175878892160816e-15,1.4489139101390817e-11,0.007402091140397574,0.010459622398847379,0.712490839102395,46640,2023
2023-08-14,151568707.07914162,1.4492880447380164e-11,710773570.9272879,6.290589579828032e-16,1315013473.2518108,5.5052436337705384e-17,43193960.63293751,4.3682909061035895e-16,363504459.51046354,8.097748630018616e-19,1.1217502597938694e-15,1.4494002197639958e-11,0.0006399998788881722,-0.0013000693746614469,0.7088519390978032,47556,2023
2023-08-15,151542551.53179058,1.4497883688117032e-11,708510147.2326114,6.330845919203451e-16,1314432452.500273,5.510111693353315e-17,43232268.81508873,4.3605528369429305e-16,364058155.67645097,8.073135624238463e-19,1.1250483061105952e-15,1.4499008736423142e-11,-0.0020695040275034017,-0.003577907253473666,0.713398245113597,46335,2023
2023-08-16,151515650.7072192,1.4503032194500667e-11,706251167.302557,6.371409747414493e-16,1313895331.5504422,5.5146176860263084e-17,43314513.68920455,4.3440090687992284e-16,364602953.3474447,8.049027539083297e-19,1.1274929612355437e-15,1.4504159687461902e-11,0.0036986679956730255,-0.0022757008323544122,0.7194564308568233,46032,2023
2023-08-17,151488006.72808957,1.4508325789797525e-11,703997260.2162459,6.412272275376405e-16,1313402333.7310615,5.5187583894006904e-17,43440333.70325167,4.3188816489033935e-16,365138825.04454875,8.0254196358557e-19,1.1291055182855723e-15,1.4509454895315811e-11,0.0017302087556446987,0.003938268120940256,0.707031543382716,45426,2023
2023-08-18,151459627.70918217,1.4513763154609355e-11,701749059.8061256,6.453424209720119e-16,1312953658.686216,5.5225308793659026e-17,43609245.02592543,4.285489866370776e-16,365665749.44009274,8.002307038878641e-19,1.1299169471066363e-15,1.4514893071556462e-11,0.006196169631069849,0.00970836948708333,0.7147639918444977,45727,2023
2023-08-19,151430527.7396004,1.4519341826935482e-11,699507203.2794393,6.49485576286113e-16,1312549481.9702482,5.525932537116899e-17,43820648.09703942,4.244240800365158e-16,366183711.80745703,7.979684719458654e-19,1.1299669501657437e-15,1.4520471793885649e-11,0.003394757546240928,0.013170290665953927,0.7151665308185182,46032,2023
2023-08-20,151400726.8291072,1.4525058208876617e-11,697272329.8608872,6.536556664099088e-16,1312189954.8047113,5.528961054483645e-17,44073835.54138554,4.195617760552853e-16,366692704.4081867,7.9575474827438e-19,1.129302807758305e-15,1.4526187511684375e-11,0.021710973599975664,0.04057214871517597,0.7142897065937603,47254,2023
2023-08-21,151370250.8424376,1.4530907575442419e-11,695045079.4551476,6.57851617182564e-16,1311875203.9738607,5.531614437738347e-17,44368001.22090446,4.1401671998242987e-16,367192726.8392128,7.935889956383076e-19,1.1279780705380156e-15,1.4532035553512956e-11,0.007149997119176731,0.009559876984583835,0.7110376323663691,47253,2023
2023-08-22,151339131.45163682,1.453688407971736e-11,692826091.2931356,6.62072308758319e-16,1311605331.825575,5.533891010142629e-17,44702250.17348946,4.078484717350803e-16,367683786.3834948,7.91470657905172e-19,1.1260511612527309e-15,1.4538010130878613e-11,0.0012018858291828098,-1.44018520206108e-05,0.7182754967807997,46640,2023
2023-08-23,151307406.117097,1.4542980752340437e-11,690616002.4892278,6.663165773475632e-16,1311380416.365235,5.535789413328138e-17,45075609.140381366,4.011200769979889e-16,368165898.40790063,7.893991586949545e-19,1.1235839476375283e-15,1.4544104336288074e-11,0.0069218054090726035,0.020381437869290177,0.7108578873965483,45728,2023
2023-08-24,151275118.05531013,1.4549189503375242e-11,688415446.4192709,6.705832174878707e-16,1311200511.491494,5.5373086070893316e-17,45487037.31436752,3.9389666757751496e-16,368639086.8178897,7.873738997901112e-19,1.1206403450360692e-15,1.4550310143720278e-11,0.0209772238736692,0.04348528726366182,0.7111553291049356,46335,2023
2023-08-25,151242316.06264997,1.4555501151765393e-11,686225050.8575348,6.748709849977053e-16,1311065647.5277143,5.538447866283726e-17,45935436.85528942,3.862441429762447e-16,369103384.49700564,7.853942596165755e-19,1.117285000896404e-15,1.455661843676629e-11,0.006117821282024143,0.01139395304357445,0.7119571011590722,44226,2023
2023-08-26,151209053.94751534,1.456190553023941e-11,684045435.9162682,6.79178600565807e-16,1310975832.3383722,5.5392067723920475e-17,46419662.642649725,3.7822797624621165e-16,369558833.52432716,7.834595926688145e-19,1.113582104128608e-15,1.456301911234354e-11,-0.0023031230706585873,-0.007496138578207119,0.7176061863933336,44825,2023
2023-08-27,151175389.21017376,1.456839173557286e-11,681877212.0405892,6.835047535040975e-16,1310931053.4420893,5.539585196262895e-17,46938530.722129375,3.6991217579147705e-16,370005484.7899891,7.815692314579745e-19,1.1095943504896613e-15,1.456950132992335e-11,0.005089735064613647,0.000784587086034607,0.7147771293637832,44527,2023
2023-08-28,151141380.57631162,1.45749486009375e-11,679720978.6150353,6.878481045390568e-16,1310931281.5468872,5.539583268464132e-17,47490825.04591846,3.613584208479385e-16,370443396.4808041,7.797224931425321e-19,1.105382080564779e-15,1.4576053983018066e-11,0.01196877843963916,0.0284144223768781,0.719734293298723,46640,2023
2023-08-29,151107084.1567695,1.4581565435373915e-11,677577324.0348489,6.922072858236527e-16,1310976475.6970687,5.539201335687362e-17,48075302.50818914,3.5262537207129607e-16,370872630.9195826,7.779186928969075e-19,1.1010025899447193e-15,1.458266643796386e-11,0.013925194635683842,0.02740469724500108,0.712678109325613,46639,2023
2023-08-30,151072548.47235662,1.4588232985603764e-11,675446828.1504524,6.965808961025257e-16,1311066589.6304705,5.5384399066801994e-17,48690696.94579229,3.4376814194535836e-16,371293249.58528686,7.761571645895839e-19,1.0965095942792758e-15,1.4589329495198044e-11,0.00039766722110247675,-0.0011260687665343807,0.7134687115600338,46946,2023
2023-08-31,151037809.2758482,1.459494444117596e-11,673330067.5243491,7.009674897928967e-16,1311201578.115914,5.537299598213384e-17,49335723.47171527,3.348378975744905e-16,371705306.87271017,7.74437286290346e-19,1.0919528206358112e-15,1.4596036393996597e-11,0.022550667674488798,0.03866566792906881,0.7121070576858498,47253,2023
2023-09-01,151002885.6504234,1.460169619711356e-11,671227622.9006503,7.053655608509363e-16,1311381401.4425442,5.535781096634787e-17,50009084.72935822,3.258815674079875e-16,372108843.9953794,7.727585046936144e-19,1.0873776977299653e-15,1.4602783574811288e-11,0.015005649636406227,0.029742604282574324,0.7203806809058032,45124,2023
2023-09-02,150967778.75402498,1.4608488107859826e-11,669140087.1550859,7.097735247827043e-16,1311606026.4632585,5.5338851485528894e-17,50709479.97503069,3.1694163571882734e-16,372503884.8010949,7.711203511893696e-19,1.08282513233825e-15,1.4609570932992166e-11,0.005033955617385187,0.015135791950018258,0.7216851403413029,45125,2023
2023-09-03,150932473.66036218,1.4615323142749833e-11,667068071.5719132,7.141897033318892e-16,1311875423.7802608,5.531612584080397e-17,51435616.514465645,3.0805602649473645e-16,372890434.7131007,7.695224447887718e-19,1.0783313781122182e-15,1.4616401474127946e-11,0.0016843122869317473,0.0007238214865656992,0.714401256034479,46946,2023
2023-09-04,150896943.5382798,1.4622206587020655e-11,665012208.9828291,7.186123152333744e-16,1312189562.1272807,5.5289643636069735e-17,52186221.80297646,2.992580882259649e-16,373268482.7788377,7.679644822796037e-19,1.0739280115776887e-15,1.4623280515032234e-11,0.007450900617953653,0.01712784088740092,0.7129985945316446,46640,2023
2023-09-05,150861154.69787967,1.4629145071504678e-11,662973153.6300039,7.230394737693208e-16,1312548401.8079534,5.525941632257952e-17,52960054.25382554,2.9057668579792086e-16,373638005.71152693,7.664462204549187e-19,1.0696420221102759e-15,1.4630214713526788e-11,0.003892178473581578,0.0036910073624139127,0.7170945461442236,44826,2023
2023-09-06,150825071.14280587,1.46361456941751e-11,660951578.6945956,7.274691895209163e-16,1312951888.845756,5.5225457679619934e-17,53755911.480358295,2.8203639086769084e-16,373998972.46384907,7.649674565394764e-19,1.0654960055247664e-15,1.4637211190180623e-11,0.004894490551437042,0.011782201848191069,0.7161521169458203,44526,2023
2023-09-07,150788657.89676586,1.4643215376091778e-11,658948172.7719241,7.318993758105958e-16,1313399950.6995137,5.5187784158781855e-17,54572635.69036499,2.736577487992018e-16,374351348.2341762,7.635280113127945e-19,1.0615084367798923e-15,1.4644276884528557e-11,0.0027369377309120813,9.445533424184655e-05,0.7165917095262844,43635,2023
2023-09-08,150751883.0159622,1.465036047002024e-11,656963636.307155,7.363278547260962e-16,1313892493.613962,5.5146415086018754e-17,55409116.668717876,2.6545759493835537e-16,374695097.42383736,7.621277168108051e-19,1.0576939924672811e-15,1.465141816401271e-11,0.015261335947053395,0.037238891891907815,0.7173134578449787,41879,2023
2023-09-09,150714718.57815334,1.4657586566394618e-11,654998678.5254425,7.407523625396681e-16,1314429401.2302225,5.5101372753408806e-17,56264293.05322003,2.5744939516549423e-16,375030185.5582327,7.607664084463738e-19,1.0540638968670175e-15,1.4658640630291485e-11,0.0010897700983973893,-0.009329355928042576,0.7190134126031241,43340,2023
2023-09-10,150677141.04665047,1.4664898420056252e-11,653054014.9869412,7.451705541687247e-16,1315010533.969474,5.50526824419462e-17,57137152.55677596,2.4964359147953436e-16,375356580.4328754,7.594439203953497e-19,1.0506262720106005e-15,1.4665949046328264e-11,0.005774208017619209,0.005736648550043304,0.7089749608345757,44824,2023
2023-09-11,150639131.35567957,1.4672299930878328e-11,651130365.6621165,7.49580006842065e-16,1315635728.7819443,5.5000372409937754e-17,58026731.60610138,2.4204793957698733e-16,375674252.79906756,7.581600829093614e-19,1.0473864789118996e-15,1.467334731735724e-11,0.012815031488770862,0.022244999585251918,0.7115749394981851,44825,2023
2023-09-12,150600674.95572588,1.4679794132021178e-11,649228453.3312681,7.539782233636026e-16,1316304798.9956262,5.4944473869478143e-17,58932114.676818386,2.3466783043115077e-16,375983176.85541755,7.569147204439571e-19,1.0443474423846754e-15,1.4680838479463562e-11,0.004306136811457886,0.004188577001975861,0.7138188529385767,43635,2023
2023-09-13,150561761.95022532,1.4687383160215868e-11,647349002.1094247,7.5836263540250965e-16,1317017534.1365094,5.488502096183191e-17,59852433.45624374,2.275065914467927e-16,376283330.7280795,7.557076498500603e-19,1.0415099554609843e-15,1.468842467017133e-11,0.019838429903722365,0.026749969675035797,0.7155599940591963,44526,2023
2023-09-14,150522387.36844364,1.469506819921131e-11,645492735.94049,7.627306071689673e-16,1317773699.6996753,5.4822050733486133e-17,60786865.86614672,2.2056576509736378e-16,376574697.03823656,7.545386782301698e-19,1.0388729616780475e-15,1.4696107072172988e-11,0.014315258011063087,0.02105945221575238,0.718276722798797,43340,2023
2023-09-15,150482551.55734745,1.4702849399584667e-11,643660376.9664286,7.670794397114783e-16,1318573036.9231167,5.4755603108593294e-17,61734634.92192725,2.1384536438309365e-16,376857263.58346635,7.534076003554051e-19,1.0364338148035206e-15,1.470388583339947e-11,0.01634484958682008,0.03006150947264527,0.7165755501381196,43044,2023
2023-09-16,150442260.63749948,1.4710725785518658e-11,641852643.7420783,7.714063759300585e-16,1319415262.653922,5.468572085045668e-17,62695007.38413823,2.073441052659772e-16,377131024.1061621,7.523141957539643e-19,1.0341885162422465e-15,1.47117599740349e-11,0.004254570373829302,0.008678570254871724,0.7120075331847181,42754,2023
2023-09-17,150401526.95409176,1.4718695161940665e-11,640070249.3209069,7.757086062702736e-16,1320300069.4020603,5.461244950437678e-17,63667292.16506764,2.0105961666354717e-16,377395979.09124905,7.512582257020187e-19,1.0321319306638995e-15,1.4719727293871328e-11,0.016124907129890495,0.030135215691329507,0.7097880841801103,43636,2023
2023-09-18,150360369.4617974,1.472675403402609e-11,638313899.2707525,7.799832749748736e-16,1321227125.6572642,5.4535837315967143e-17,64650838.476592064,1.949886287974978e-16,377652136.52888554,7.502394303697186e-19,1.0302579805187083e-15,1.472778429200661e-11,0.009495597566410724,0.017348173954820426,0.7144597557572459,43045,2023
2023-09-19,150318814.0037408,1.4734897546916172e-11,636584289.6855906,7.842274867411002e-16,1322196076.5131624,5.4455935121787064e-17,65645033.73103761,1.8912714084324305e-16,377899512.59195167,7.492575263148684e-19,1.028559820232445e-15,1.4735926106736403e-11,0.02015510706112252,0.037171875558482934,0.724386637864548,44826,2023
2023-09-20,150276893.46690416,1.4743119449242873e-11,634882105.2439998,7.884383136573217e-16,1323206544.6189573,5.437279621122342e-17,66649301.21783337,1.8347056901474665e-16,378138132.20115864,7.483122044231014e-19,1.027029991087715e-15,1.4744146479233962e-11,0.014121473901329033,0.030358786906361308,0.716413985966545,43932,2023
2023-09-21,150234647.80124214,1.4751412083117042e-11,633208017.3438494,7.926128023355262e-16,1324258131.4813728,5.4286476158451924e-17,67663097.56251754,1.7801387648258112e-16,378368029.46381915,7.474031283404718e-19,1.0256605581048996e-15,1.4752437743675145e-11,0.01646531151560575,0.032368302777745266,0.7164151989227138,44826,2023
2023-09-22,150192123.86179408,1.475976640876612e-11,631562682.3422381,7.967479811508159e-16,1325350419.178103,5.419703262025845e-17,68685909.92864467,1.7275168682464727e-16,378589247.95474225,7.465299335139834e-19,1.0244432305292355e-15,1.476079085199665e-11,0.007147959147735208,0.016060227599311267,0.7182535302247939,43636,2023
2023-09-23,150149374.96499762,1.4768172085468546e-11,629946739.9789488,8.008408673674572e-16,1326482972.610646,5.410452509022895e-17,69717252.86081007,1.6767838294380737e-16,378801840.7437509,7.456922272068783e-19,1.0233694676287003e-15,1.4769195454936175e-11,0.0049937262321532805,0.01337502956683075,0.7206308743816847,44527,2023
2023-09-24,150106459.9527821,1.4776617649810967e-11,628360812.1803036,8.048884736133462e-16,1327655342.485379,5.4009014595145244e-17,70756664.6223691,1.6278819340078763e-16,379005869.96410185,7.448895902852694e-19,1.0224305711995646e-15,1.4777640080382165e-11,0.008680387776875503,0.02031338221653781,0.713367473109331,44527,2023
2023-09-25,150063441.47096223,1.478509084973875e-11,626805502.6184666,8.088878126735523e-16,1328867069.2024455,5.391056332059751e-17,71803702.9106867,1.5807526772950336e-16,379201405.5905703,7.441215820573734e-19,1.0216177653057105e-15,1.4786112467504054e-11,0.004632617403793623,0.009595843686129965,0.7146737568340644,45728,2023
2023-09-26,150020383.17083403,1.4793579192803444e-11,625281397.571379,8.128358990745818e-16,1330117687.666005,5.3809234166694704e-17,72857940.00184447,1.535337414092846e-16,379388523.03335285,7.43387749680137e-19,1.0209222624002413e-15,1.4794600115065845e-11,0.010138983098061669,0.016269253000756025,0.7139735250183598,45427,2023
2023-09-27,149977345.73738918,1.4802070729003993e-11,623789068.6453891,8.167297458080367e-16,1331406732.645527,5.3705090265876507e-17,73918957.71800815,1.491577898700958e-16,379567299.27691096,7.426876431552929e-19,1.0203353135871645e-15,1.480309106431758e-11,0.0033966681110640714,0.0073203356521544275,0.7135151974027947,44229,2023
