date,sun_distance_au,sun_influence,jupiter_distance_au,jupiter_influence,saturn_distance_au,saturn_influence,venus_distance_au,venus_influence,mars_distance_au,mars_influence,total_planetary_influence,total_influence,coherence_mean,coherence_median,coherence_std,coherence_count,year
2023-01-29,147334791.2896551,1.5337803771860515e-11,811219274.7768995,4.829224227452761e-16,1610794612.573631,3.669075188054913e-17,226205678.67314446,1.592760960019736e-17,127021175.56371988,6.6318015539481054e-18,5.421725857799708e-16,1.5338345944446295e-11,0.005033021678062984,0.011862356269628246,0.7080400055036915,45429,2023
2023-01-30,147352519.7611212,1.5334113309567568e-11,813206297.0078726,4.80565320353482e-16,1611481879.992287,3.665946269077951e-17,225614352.0473271,1.6011210330525612e-17,128345363.89244115,6.495661819897309e-18,5.397316551946844e-16,1.5334653041222764e-11,0.01715562147843244,0.042015747447768065,0.7175232816489505,45729,2023
2023-01-31,147370984.71235102,1.5330270953263515e-11,815174230.0480076,4.782478309306516e-16,1612131618.2340264,3.6629918881006826e-17,225017288.93462747,1.6096291668310565e-17,129678954.39128458,6.362748796176233e-18,5.373367902761452e-16,1.533080829005379e-11,0.0036246693532852726,0.0010883233459166497,0.7179130383529322,45421,2023
2023-02-01,147390213.1586124,1.532627125672141e-11,817122757.0875592,4.7596967202788e-16,1612743738.0567193,3.6602118253064136e-17,224414509.2836532,1.6182877403203678e-17,131021601.40558843,6.2330121166588054e-18,5.349876798008067e-16,1.532680624440121e-11,-0.006875584140824305,-0.018457996676929128,0.7151637898389251,43047,2023
2023-02-02,147410227.09118414,1.5322109833968884e-11,819051569.5695155,4.737305571845061e-16,1613318155.0141594,3.657605875027351e-17,223806030.35022566,1.6270992328338053e-17,132372975.32243277,6.106398133652785e-18,5.326840063967705e-16,1.532264251797528e-11,0.0038281143630828976,-0.004032416775793774,0.7087894072136343,43341,2023
2023-02-03,147431043.4639175,1.5317783360725363e-11,820960365.94081,4.715301977655128e-16,1613854788.729857,3.6551738491549457e-17,223191866.47309038,1.6360662305920175e-17,133732761.471347,5.9828505255153195e-18,5.304254490884978e-16,1.5318313786174453e-11,0.009557381384376968,0.016569750063071112,0.7101199517970308,43341,2023
2023-02-04,147452674.10752308,1.5313289590610423e-11,822848850.5501573,4.693683045511932e-16,1614353562.2273664,3.652915580269215e-17,222572028.8467296,1.6451914336467323e-17,135100659.1778863,5.862310828345109e-18,5.282116855186979e-16,1.5313817802295943e-11,0.01120954277471509,0.019136931139971943,0.7136004483220936,43341,2023
2023-02-05,147475125.54528335,1.530862739152272e-11,824716732.562177,4.672445892395643e-16,1614814401.2477615,3.650830924807416e-17,221946525.21866,1.654477664273288e-17,136476380.873915,5.744718907582719e-18,5.260423940379541e-16,1.5309153433916757e-11,0.0012585498952814218,-2.389524294311826e-05,0.7136427746786491,44820,2023
2023-02-06,147498398.7382039,1.5303796796294317e-11,826563724.8261832,4.651587659359746e-16,1615237233.559771,3.6489197662515336e-17,221315359.49973187,1.6639278770926222e-17,137859651.16809526,5.6300133828225985e-18,5.239172557522388e-16,1.530432071355007e-11,0.0026943210090460018,0.0008901816335986557,0.7202093249146847,44228,2023
2023-02-07,147522488.81232956,1.5298799056617378e-11,828389542.6966354,4.631105526349498e-16,1615621988.3115335,3.647182018118119e-17,220678531.31416082,1.673545170622612e-17,139250205.80800298,5.518132014688869e-18,5.21835956537046e-16,1.5299320892573915e-11,0.018454114982012534,0.036337005331569826,0.7228906550727742,44825,2023
2023-02-08,147547384.8198978,1.529363668950027e-11,830193902.8395407,4.610996726577692e-16,1615968595.4845407,3.6456176264827926e-17,220036035.53014606,1.683332799722277e-17,140647790.50489295,5.4090120581604556e-18,5.197981889779804e-16,1.5294156487689247e-11,0.0004911310059476262,0.0036323796502355787,0.7149289045759888,46638,2023
2023-02-09,147573069.56623992,1.5288313509653607e-11,831976522.0691282,4.591258560002319e-16,1616276985.4956033,3.644226571839093e-17,219387861.8038793,1.6932941884789525e-17,142052159.62695727,5.302590583612083e-18,5.178036541870244e-16,1.5288831313307795e-11,0.0010181096248392835,-0.013842493190173473,0.7114526528527373,43344,2023
2023-02-10,147599519.5074008,1.5282834646822852e-11,833737116.2435997,4.571888405644782e-16,1616547088.964296,3.643008870219082e-17,218733994.14636642,1.7034329434203447e-17,143463074.7824014,5.198804765860089e-18,5.158520634667326e-16,1.5283350498886317e-11,0.0024114312786215827,0.0017357869694419924,0.7189733122570874,43923,2023
2023-02-11,147626704.70437935,1.5277206551047756e-11,835475399.2187709,4.5528837328275635e-16,1616778836.6397846,3.6419645736082386e-17,218074410.49606547,1.7137528673396914e-17,144880303.30119422,5.097592142742427e-18,5.13943139834978e-16,1.527772049418759e-11,0.005086055323560973,0.007845989210859829,0.7127617318027498,45125,2023
2023-02-12,147654588.8241734,1.5271436987942613e-11,837191081.8331691,4.53424211167945e-16,1616972159.482266,3.641093769679588e-17,217409082.26695445,1.7242579742554912e-17,146303616.5851084,4.998890847527778e-18,5.120766194548236e-16,1.5271949064562067e-11,0.0025983919277536675,0.009032441455713022,0.714030570757438,45729,2023
2023-02-13,147683129.21767297,1.5265535017852435e-11,838883870.9017231,4.515961223200879e-16,1617126988.936627,3.6403965806797715e-17,216737973.85836786,1.7349525057981967e-17,147732788.24272713,4.9026398223960886e-18,5.102522530072637e-16,1.526604527010544e-11,0.0034036559776356927,0.006503748840118769,0.7186214414602703,44528,2023
