[03:44:11] [INFO] ================================================================================
[03:44:11] [INFO] 
[03:44:11] [INFO] ================================================================================
[03:44:11] [INFO] TEP GNSS Analysis Package v0.15 (Jaipur) - STEP 3.1: Robust Block Bootstrap
[05:35:17] [DEBUG] Loaded 90 chunks...
[05:35:17] [DEBUG] Loaded 100 chunks...
[05:35:18] [DEBUG] Loaded 110 chunks...
[05:35:18] [DEBUG] Loaded 120 chunks...
[05:35:18] [DEBUG] Loaded 130 chunks...
[05:35:18] [DEBUG] Loaded 140 chunks...
[05:35:19] [DEBUG] Loaded 150 chunks...
[05:35:19] [DEBUG] Loaded 160 chunks...
[05:35:19] [DEBUG] Loaded 170 chunks...
[05:35:19] [DEBUG] Loaded 180 chunks...
[05:35:20] [DEBUG] Loaded 190 chunks...
[05:35:20] [DEBUG] Loaded 200 chunks...
[05:35:20] [DEBUG] Loaded 210 chunks...
[05:35:20] [DEBUG] Loaded 220 chunks...
[05:35:21] [DEBUG] Loaded 230 chunks...
[05:35:21] [DEBUG] Loaded 240 chunks...
[05:35:21] [DEBUG] Loaded 250 chunks...
[05:35:21] [DEBUG] Loaded 260 chunks...
[05:35:22] [DEBUG] Loaded 270 chunks...
[05:35:22] [DEBUG] Loaded 280 chunks...
[05:35:22] [DEBUG] Loaded 290 chunks...
[05:35:22] [DEBUG] Loaded 300 chunks...
[05:35:23] [DEBUG] Loaded 310 chunks...
[05:35:23] [DEBUG] Loaded 320 chunks...
[05:35:23] [DEBUG] Loaded 330 chunks...
[05:35:23] [DEBUG] Loaded 340 chunks...
[05:35:24] [DEBUG] Loaded 350 chunks...
[05:35:24] [DEBUG] Loaded 360 chunks...
[05:35:24] [DEBUG] Loaded 370 chunks...
[05:35:24] [DEBUG] Loaded 380 chunks...
[05:35:25] [DEBUG] Loaded 390 chunks...
[05:35:25] [DEBUG] Loaded 400 chunks...
[05:35:25] [DEBUG] Loaded 410 chunks...
[05:35:25] [DEBUG] Loaded 420 chunks...
[05:35:25] [DEBUG] Loaded 430 chunks...
[05:35:26] [DEBUG] Loaded 440 chunks...
[05:35:26] [DEBUG] Loaded 450 chunks...
[05:35:26] [DEBUG] Loaded 460 chunks...
[05:35:26] [DEBUG] Loaded 470 chunks...
[05:35:27] [DEBUG] Loaded 480 chunks...
[05:35:27] [DEBUG] Loaded 490 chunks...
[05:35:27] [DEBUG] Loaded 500 chunks...
[05:35:27] [DEBUG] Loaded 510 chunks...
[05:35:28] [SUCCESS] Loaded Step 2.1 dataset: 12,874,746 pairs for igs_combined
[05:35:28] [DEBUG] Columns: ['date', 'station_i', 'station_j', 'dist_km', 'plateau_phase', 'station1_lat', 'station1_lon', 'station2_lat', 'station2_lon', 'azimuth', 'delta_longitude', 'delta_local_time', 'coherence']
[05:35:29] [DEBUG] Date range: 2023-01-01 00:00:00 to 2025-06-30 00:00:00
[05:35:29] [WARNING] High memory usage detected in After loading igs_combined dataset: 2352.72 MB
[05:35:29] [DEBUG] Memory cleanup: RSS=2352.72 MB, VMS=7572.32 MB
[05:35:30] [INFO] ============================================================
[05:35:30] [PROCESS] Starting Station Block Bootstrap Analysis...
[05:35:31] [DEBUG] Configuration: TEP_STATION_BOOTSTRAP_SAMPLES = 50
[05:35:31] [INFO] Running 50 station bootstrap samples from 316 unique stations
[05:35:31] [INFO] Using 96 parallel workers for bootstrap processing
[05:35:31] [PROCESS] Pre-computing station pairs for efficient bootstrap sampling...
[05:35:32] [PROCESS] Pre-computing station 1/316: ALIC
[05:36:18] [PROCESS] Pre-computing station 51/316: LPGS
[05:37:05] [PROCESS] Pre-computing station 101/316: ULAB
[05:37:52] [PROCESS] Pre-computing station 151/316: URUM
[05:38:38] [PROCESS] Pre-computing station 201/316: STFU
[05:39:25] [PROCESS] Pre-computing station 251/316: VACS
[05:40:11] [PROCESS] Pre-computing station 301/316: CEBR
[05:40:26] [SUCCESS] Pre-computed pair indices for 316 stations
[05:40:26] [DEBUG] Memory cleanup: RSS=3134.98 MB, VMS=8367.32 MB
[05:40:26] [WARNING] High memory usage detected in Station Bootstrap Start: 3134.98 MB
[05:40:26] [DEBUG] Memory cleanup: RSS=3134.98 MB, VMS=8367.32 MB
[05:40:26] [INFO] Processing 50 bootstrap samples sequentially (multiprocessing disabled for large datasets)
[05:40:26] [INFO] Running diagnostic check with first 5 samples...
[05:40:31] [INFO] Diagnostic sample 0: SUCCESS - λ=2871.1 km, R²=-0.118
[05:40:35] [INFO] Diagnostic sample 1: SUCCESS - λ=2750.5 km, R²=0.107
[05:40:40] [INFO] Diagnostic sample 2: SUCCESS - λ=2770.5 km, R²=0.061
[05:40:45] [INFO] Diagnostic sample 3: SUCCESS - λ=2741.4 km, R²=-0.038
[05:40:50] [INFO] Diagnostic sample 4: SUCCESS - λ=2703.1 km, R²=-0.036
[05:40:50] [SUCCESS] Diagnostic complete: 5/5 samples successful
[05:41:32] [PROCESS] Station bootstrap progress: 10/50 (20.0%), 9 successful
[05:42:19] [PROCESS] Station bootstrap progress: 20/50 (40.0%), 19 successful
[05:43:06] [PROCESS] Station bootstrap progress: 30/50 (60.0%), 29 successful
[05:43:52] [PROCESS] Station bootstrap progress: 40/50 (80.0%), 39 successful
[05:44:40] [PROCESS] Station bootstrap progress: 50/50 (100.0%), 49 successful
[05:44:45] [DEBUG] Memory cleanup: RSS=3135.00 MB, VMS=8367.32 MB
[05:44:45] [DEBUG] Memory cleanup: RSS=2354.39 MB, VMS=7574.32 MB
[05:44:45] [SUCCESS] Station Block Bootstrap complete: λ = 2743.2 ± 75.3 km (CV = 0.027)
[05:44:45] [DEBUG] Memory cleanup: RSS=2354.39 MB, VMS=7574.32 MB
[05:44:45] [WARNING] High memory usage detected in After Station Bootstrap: 2354.39 MB
[05:44:45] [DEBUG] Memory cleanup: RSS=2354.39 MB, VMS=7574.32 MB
[05:44:45] [INFO] ============================================================
[05:44:45] [PROCESS] Starting Day Block Bootstrap Analysis...
[05:44:45] [WARNING] High memory usage detected in Day Bootstrap Start: 2354.39 MB
[05:44:45] [DEBUG] Memory cleanup: RSS=2354.39 MB, VMS=7574.32 MB
[05:44:45] [INFO] Running 300 day bootstrap samples from 912 unique days
[05:45:38] [PROCESS] Day bootstrap progress: 30/300 (10.0%)
[05:46:32] [PROCESS] Day bootstrap progress: 60/300 (20.0%)
[05:47:25] [PROCESS] Day bootstrap progress: 90/300 (30.0%)
[05:48:20] [PROCESS] Day bootstrap progress: 120/300 (40.0%)
[05:49:13] [PROCESS] Day bootstrap progress: 150/300 (50.0%)
[05:50:08] [PROCESS] Day bootstrap progress: 180/300 (60.0%)
[05:51:02] [PROCESS] Day bootstrap progress: 210/300 (70.0%)
[05:51:56] [PROCESS] Day bootstrap progress: 240/300 (80.0%)
[05:52:50] [PROCESS] Day bootstrap progress: 270/300 (90.0%)
[05:53:44] [PROCESS] Day bootstrap progress: 300/300 (100.0%)
[05:53:46] [SUCCESS] Day Block Bootstrap complete: λ = 2743.4 ± 42.6 km (CV = 0.016)
[05:53:46] [DEBUG] Memory cleanup: RSS=2961.37 MB, VMS=8181.30 MB
[05:53:46] [DEBUG] Memory cleanup: RSS=2354.39 MB, VMS=7574.32 MB
[05:53:46] [WARNING] High memory usage detected in After Day Bootstrap: 2354.39 MB
[05:53:46] [DEBUG] Memory cleanup: RSS=2354.39 MB, VMS=7574.32 MB
[05:53:46] [INFO] ============================================================
[05:53:46] [PROCESS] Starting Hybrid Block Bootstrap Analysis...
[05:53:46] [WARNING] High memory usage detected in Hybrid Bootstrap Start: 2354.39 MB
[05:53:46] [DEBUG] Memory cleanup: RSS=2354.39 MB, VMS=7574.32 MB
[05:53:47] [INFO] Running 200 hybrid bootstrap samples from 316 stations and 912 days
[05:54:35] [PROCESS] Hybrid bootstrap progress: 20/200 (10.0%)
[05:55:26] [PROCESS] Hybrid bootstrap progress: 40/200 (20.0%)
[05:56:17] [PROCESS] Hybrid bootstrap progress: 60/200 (30.0%)
[05:57:07] [PROCESS] Hybrid bootstrap progress: 80/200 (40.0%)
[05:57:58] [PROCESS] Hybrid bootstrap progress: 100/200 (50.0%)
[05:58:49] [PROCESS] Hybrid bootstrap progress: 120/200 (60.0%)
[05:59:39] [PROCESS] Hybrid bootstrap progress: 140/200 (70.0%)
[06:00:29] [PROCESS] Hybrid bootstrap progress: 160/200 (80.0%)
[06:01:20] [PROCESS] Hybrid bootstrap progress: 180/200 (90.0%)
[06:02:11] [PROCESS] Hybrid bootstrap progress: 200/200 (100.0%)
[06:02:13] [SUCCESS] Hybrid Block Bootstrap complete: λ = 2749.1 ± 94.4 km (CV = 0.034)
[06:02:13] [DEBUG] Memory cleanup: RSS=2898.17 MB, VMS=8118.10 MB
[06:02:13] [DEBUG] Memory cleanup: RSS=2354.39 MB, VMS=7574.32 MB
[06:02:13] [INFO] ============================================================
[06:02:13] [PROCESS] Assessing bootstrap method consistency...
[06:02:13] [INFO] Bootstrap consistency: high (CV = 0.001)
[06:02:13] [SUCCESS] Robust block bootstrap analysis complete for igs_combined
[06:02:13] [INFO] Successful methods: ['station', 'day', 'hybrid']
[06:02:13] [SUCCESS] Results saved to: /mnt/data/results/outputs/step_3_1_robust_block_bootstrap_igs_combined.json
[06:02:13] [DEBUG] Memory cleanup: RSS=976.25 MB, VMS=6196.15 MB
[06:02:13] [DEBUG] Memory usage after igs_combined: RSS=976.25 MB, VMS=6196.15 MB
[06:02:13] [INFO] ================================================================================
[06:02:13] [SUCCESS] Robust block bootstrap analysis completed in 8282.5 seconds
[06:02:13] [INFO] All bootstrap validation results saved to results/outputs/
[06:02:13] [INFO] ================================================================================
