code,coord_source_code,lat_deg,lon_deg,height_m,X,Y,Z,geomag_lat,geomag_lon,has_coordinates
RESO00CAN,RESO,74.691,-94.893,34.9,-144097.43,-1683123.97,6129777.88,83.64069459716725,-94.893,True
REUN00REU,REUN,-21.208,55.572,1558.4,3364099.2,4907944.5,-2293466.9,-34.72389783575637,55.572,True
REYK00ISL,REYK,64.139,-21.955,93.0,2587383.9,-1043033.6,5716564.2,62.54305811698435,-21.955,True
REYZ00ISL,REYZ,64.139,-21.955,93.0,2587384.533,-1043033.497,5716564.008,62.54305811698435,-21.955,True
RGDG00ARG,RGDG,-53.786,-67.752,32.364,1429870.3961,-3495334.7685,-5122723.0071,-31.284557452824593,-67.752,True
RIGA00LVA,RIGA,56.949,24.059,34.7,3183899.344,1421478.378,5322810.736,56.49110931552172,24.059,True
RIO100ESP,RIO1,42.464,-2.426,450.4,4708447.196,-199490.814,4284089.342,38.23102424529084,-2.426,True
RIO200ARG,RIO2,-53.785,-67.751,32.0,1429907.7834,-3495354.8119,-5122698.6553,-31.284035305085542,-67.751,True
RIOG00ARG,RIOG,-53.785,-67.751,32.0,1429907.7834,-3495354.8119,-5122698.6553,-31.284035305085542,-67.751,True
RIOP00ECU,RIOP,-1.651,-78.651,2793.0,1255140.9798,-6253585.5781,-182569.6128,8.997062072447847,-78.651,True
ROAG00ESP,ROAG,36.463,-6.206,83.2,5105577.352,-555208.925,3769714.099,30.5673950448031,-6.206,True
ROAP00ESP,ROAP,36.464,-6.206,73.7,5105509.755,-555200.625,3769790.256,30.56864572732154,-6.206,True
ROCH00USA,ROCH,33.61,-116.61,1393.75,-2382183.46,-4755084.96,3511367.8,39.540816406942746,-116.61,True
ROCK00USA,ROCK,34.236,-118.676,553.39,-2533220.219,-4631543.3986,3568400.542,39.69660065036543,-118.676,True
ROTH00ATA,ROTH,-67.571,-68.126,39.793,909246.711,-2264763.494,-5873056.98,-40.1649579260369,-68.126,True
SABY00BES,SABY,17.646,-63.221,-3.7,2739342.756,-5427818.269,1921067.968,22.256993459721976,-63.221,True
SACH00CAN,SACH,71.99,-125.25,69.256,-1141586.49,-1615315.92,6043418.46,78.39408540845353,-125.25,True
SALU00BRA,SALU,-2.593,-44.212,18.9,4566947.87,-4443098.5,-286674.66,-6.570637387784176,-44.212,True
SAMO00WSM,SAMO,-13.849,-171.738,76.9,-6129702.2557,-890029.4165,-1516807.4422,-16.060546057734044,-171.738,True
SANT00CHL,SANT,-33.15,-70.669,723.075,1769693.588,-5044574.184,-3468320.907,-19.18298153056542,-70.669,True
SASK00CAN,SASK,52.196,-106.398,580.0,-1106129.71,-3758704.03,5016675.77,61.79190480942932,-106.398,True
SASS00DEU,SASS,54.514,13.643,69.0,3606146.38,875303.14,5170194.74,53.21034182596518,13.643,True
SAVO00BRA,SAVO,-12.939,-38.432,76.3,4870283.7503,-3864605.3094,-1418872.4823,-19.924883592653682,-38.432,True
SBOK00ZAF,SBOK,-29.669,17.879,1043.1,5279492.0167,1703114.2749,-3139092.9922,-47.980294769535206,17.879,True
SCH200CAN,SCH2,54.832,-66.833,498.2,1448636.93,-3385243.67,5191046.95,61.39299083083911,-66.833,True
SCIP00USA,SCIP,32.91,-118.49,452.87,-2556587.44,-4711014.03,3446241.4,38.44309163641028,-118.49,True
SCOR00GRL,SCOR,70.485,-21.95,128.5,1982096.1,-798821.025,5989464.5,68.80943089144081,-21.95,True
SCRZ00BOL,SCRZ,-17.797,-63.16,442.2,2743005.924,-5420745.291,-1937117.112,-9.221209686179748,-63.16,True
SCTB00ATA,SCTB,-77.849,166.758,-18.9,-1311028.8,308512.8,-6213390.9,-70.93958626506904,166.758,True
SCUB00CUB,SCUB,20.012,-75.762,21.9,1474538.1759,-5811243.3797,2168958.8133,28.318180798068987,-75.762,True
SEJN00KOR,SEJN,36.522,127.303,181.2,-3110081.801,4082093.983,3775023.519,33.74315673151411,127.303,True
SELE00KAZ,SELE,43.179,77.017,1340.0,1046790.8,4540257.06,4342920.75,45.827650072716835,77.017,True
SEME00KAZ,SEME,50.433,80.266,180.21,688306.417,4012382.787,4893725.828,55.409754092998384,80.266,True
SEUS00BES,SEUS,17.495,-62.983,-6.2,2764145.995,-5420873.44,1905182.035,22.025336865622386,-62.983,True
SEY100SYC,SEY1,-4.674,55.479,537.912,3602870.9328,5238175.078,-516275.4452,-14.067909861504397,55.479,True
SEY200SYC,SEY2,-4.674,55.479,538.816,3602867.3394,5238179.3811,-516268.0725,-14.067908681204205,55.479,True
SEYG00SYC,SEYG,-4.679,55.531,-37.085,3597836.0,5240884.0,-516781.0,-14.074539826518313,55.531,True
SFDM00USA,SFDM,34.46,-118.755,291.52,-2532676.4067,-4615598.8587,3588781.3303,39.89766721257059,-118.755,True
SFER00ESP,SFER,36.464,-6.206,84.1,5105519.055,-555146.005,3769803.246,30.568641003787857,-6.206,True
SGOC00LKA,SGOC,6.892,79.874,-78.5,1113280.0609,6233644.2886,760276.9549,-0.047319416226698795,79.874,True
SGPO00USA,SGPO,36.604,-97.485,290.2,-667801.1647,-5082858.388,3782394.883,46.073615106342764,-97.485,True
SHAO00CHN,SHAO,31.1,121.2,22.09,-2831733.583,4675665.958,3275369.41,28.324799753738784,121.2,True
SHE200CAN,SHE2,46.221,-64.552,-15.3,1899507.99,-3991722.36,4582242.82,51.0243144979203,-64.552,True
SHLG00IND,SHLG,25.674,91.913,1007.2,-192075.209,5749765.124,2746987.544,23.207404845765282,91.913,True
SIMO00ZAF,SIMO,-34.188,18.44,39.491,5010435.8045,1670594.6924,-3563732.5126,-46.96138601847112,18.44,True
SIN100SGP,SIN1,1.343,103.679,92.54,-1507972.56,6195614.06,148488.0,-6.624540751010257,103.679,True
SIO100USA,SIO1,32.868,-117.252,7.56,-2455521.7175,-4767213.3761,3441654.9163,38.67009875919359,-117.252,True
SIO200USA,SIO2,32.867,-117.252,8.19,-2455539.252,-4767224.129,3441628.855,38.66911711147471,-117.252,True
SIO300USA,SIO3,32.86,-117.25,34.88,-2455456.75,-4767480.49,3441383.76,38.6626874515698,-117.25,True
SIO400USA,SIO4,32.867,-117.252,8.16,-2455541.5692,-4767225.188,3441625.7015,38.66911709791422,-117.252,True
SLOR00HND,SLOR,13.424,-87.436,11.995,277528.923,-6198801.814,1471065.567,23.21047533733112,-87.436,True
SMST00JPN,SMST,33.578,135.937,97.536,-3822373.395,3699359.882,3507585.789,28.60585672427585,135.937,True
SNI100USA,SNI1,33.248,-119.524,239.67,-2631346.8232,-4646278.7114,3477113.3756,38.54547408100511,-119.524,True
SOD300FIN,SOD3,67.421,26.389,300.8,2200149.224,1091650.85,5866868.645,66.29892960936488,26.389,True
SOFI00BGR,SOFI,42.556,23.395,1119.6,4319372.39,1868687.57,4292063.8,40.87480511512296,23.395,True
SOL100USA,SOL1,38.319,-76.454,-18.0,1173608.863,-4871160.862,3933263.105,46.18458298825303,-76.454,True
SOLA00SAU,SOLA,24.911,46.401,760.139,3992082.0138,4192182.2188,2670423.8358,21.99487500076599,46.401,True
SOLO00SLB,SOLO,-9.435,159.954,122.9,-5911340.124,2156887.299,-1038664.005,-16.607586912571623,159.954,True
SPK100USA,SPK1,34.059,-118.646,440.13,-2535991.9364,-4642434.9628,3552148.2605,39.530260563504115,-118.646,True
SPT000SWE,SPT0,57.715,12.891,219.9,3328984.813,761910.066,5369033.475,56.39179954802665,12.891,True
SPTU00BRA,SPTU,-21.929,-50.492,508.78,3766123.31,-4567433.46,-2367323.83,-19.260487700654835,-50.492,True
SRTI00UGA,SRTI,1.722,33.62,1111.3,5309795.398,3530493.256,190407.785,-8.505181079732004,33.62,True
SSIA00SLV,SSIA,13.697,-89.116,664.4,95610.0615,-6197817.1521,1500617.9412,23.39936542592453,-89.116,True
STFU00USA,STFU,37.427,-122.173,20.41,-2700404.18,-4292605.52,3855137.41,41.9855997179175,-122.173,True
STHL00GBR,STHL,-15.943,-5.667,453.29,6104817.308,-605827.996,-1740738.865,-38.51015120138143,-5.667,True
STJ300CAN,STJ3,47.595,-52.678,154.515,2612588.6706,-3426820.6402,4686773.7555,48.919696509010976,-52.678,True
STJO00CAN,STJO,47.595,-52.678,152.8,2612631.2,-3426807.0,4686757.8,48.919695563471635,-52.678,True
STK200JPN,STK2,43.529,141.845,118.54,-3642161.206,2861487.883,4370351.333,38.856810513674446,141.845,True
STPM00SPM,STPM,46.778,-56.168,0.473,2436208.256,-3634804.894,4624885.452,48.99466991832062,-56.168,True
STR100AUS,STR1,-35.316,149.01,799.9,-4467103.1933,2683039.4751,-3666948.7457,-48.35310517579861,149.01,True
STR200AUS,STR2,-35.316,149.01,802.5,-4467075.2351,2683011.847,-3667007.0408,-48.35310410830335,149.01,True
SULP00UKR,SULP,49.836,24.014,370.5,3765296.991,1677559.204,4851297.409,49.16531577359411,24.014,True
SUNM00AUS,SUNM,-27.485,153.035,92.0,-5046793.581,2567554.747,-2926028.283,-38.33405210771445,153.035,True
SUTH00ZAF,SUTH,-32.38,20.81,1799.766,5041274.8417,1916054.1204,-3397075.9716,-46.62943582951572,20.81,True
SUTM00ZAF,SUTM,-32.381,20.811,1797.6,5041190.169,1916067.017,-3397189.514,-46.62888381688405,20.811,True
SUTV00ZAF,SUTV,-32.38,20.81,1799.766,5041274.8417,1916054.1204,-3397075.9716,-46.62943582951572,20.81,True
SUVA00FJI,SUVA,-18.146,178.425,73.0,-6060677.0,166617.0,-1973762.0,-22.660030975862334,178.425,True
SUWN00KOR,SUWN,37.275,127.054,83.9,-3062023.4156,4055449.1662,3841819.3768,34.70028506958618,127.054,True
SVTL00RUS,SVTL,60.533,29.781,76.8,2730156.0,1562365.0,5529989.0,60.39997121752263,29.781,True
SYDN00AUS,SYDN,-33.781,151.15,85.6,-4648240.8472,2560636.4409,-3526317.7772,-46.121617779088844,151.15,True
SYOG00ATA,SYOG,-69.007,39.584,50.09,1766207.8686,1460290.3801,-5932297.7652,-44.784733128448735,39.584,True
TABL00USA,TABL,34.382,-117.678,2228.03,-2448550.1126,-4668099.0769,3582741.024,40.06501542000519,-117.678,True
TAEJ00KOR,TAEJ,36.374,127.366,77.6,-3120425.3823,4086355.5259,3761767.7598,33.552720667139056,127.366,True
TAH100PYF,TAH1,-17.577,-149.606,99.927,-5246403.866,-3077285.554,-1913839.459,-16.56834084958955,-149.606,True
TAH200PYF,TAH2,-17.577,-149.606,99.927,-5246403.866,-3077285.554,-1913839.459,-16.56834084958955,-149.606,True
TAHI00PYF,TAHI,-17.577,-149.609,82.36,-5246577.0988,-3076990.4407,-1913780.9022,-16.568820194546117,-149.609,True
TAIW00TWN,TAIW,25.021,121.536,44.979,-3024781.9536,4928936.8399,2681234.475,20.983958636852694,121.536,True
TANA00ETH,TANA,11.569,37.329,1850.962,4970747.7784,3790687.1134,1271109.0376,4.5786151069944445,37.329,True
